X,Y,TrafficID,IntersectionID,lat,lon,intersection,TOOLTIP,NLA_URL
-118.308925228755555,34.010866081612207,3719,4771,34.0108612,-118.30891309,"WESTERN AVE at MARTIN LUTHER KING, JR BLVD","Location: WESTERN AVE at MARTIN LUTHER KING, JR BLVD",http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3719
-118.274015172347589,34.01113829377389,3720,50500,34.01113341,-118.27400304,"MARTIN LUTHER KING, JR BLVD at MAIN ST","Location: MARTIN LUTHER KING, JR BLVD at MAIN ST",http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3720
-118.256514299648202,34.010940784782854,3721,50506,34.0109359,-118.25650217,"MARTIN LUTHER KING, JR BLVD at CENTRAL AVE","Location: MARTIN LUTHER KING, JR BLVD at CENTRAL AVE",http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3721
-118.351100901138992,34.076149566795742,3722,13175,34.07614468,-118.35108875,BEVERLY BLVD at MARTEL AVE,Location: BEVERLY BLVD at MARTEL AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3722
-118.444781341003846,34.004465843571438,3723,12242,34.00446097,-118.44476918,MARCO PL at BEETHOVEN ST,Location: MARCO PL at BEETHOVEN ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3723
-118.336086613096754,34.014660180753317,3724,5046,34.0146553,-118.33607447,39TH ST at MARLTON AVE,Location: 39TH ST at MARLTON AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3724
-118.256347862070797,34.035649967634576,3725,8359,34.03564508,-118.25633573,MAPLE AVE at 12TH ST,Location: MAPLE AVE at 12TH ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3725
-118.255139061703559,34.037145067881958,3726,8872,34.03714018,-118.25512693,11TH ST at MAPLE AVE,Location: 11TH ST at MAPLE AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3726
-118.251165341090285,34.040843448207973,3727,8900,34.04083856,-118.25115321,8TH ST at MAPLE AVE,Location: 8TH ST at MAPLE AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3727
-118.434776903762213,34.056288349727033,3728,17481,34.05628347,-118.43476474,WILKINS AVE at MANNING AVE,Location: WILKINS AVE at MANNING AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3728
-118.343288357756563,34.054483134665773,3729,6533,34.05447825,-118.34327621,EDGEWOOD PL at MANSFIELD AVE,Location: EDGEWOOD PL at MANSFIELD AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3729
-118.310143471067022,34.041749885335022,3730,7669,34.041745,-118.31013133,18TH ST at MANHATTAN PL,Location: 18TH ST at MANHATTAN PL,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3730
-118.439739284156502,34.059885240000803,3731,16898,34.05988036,-118.43972712,MALCOLM AVE at WILSHIRE BLVD,Location: MALCOLM AVE at WILSHIRE BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3731
-118.273939891087892,33.989195951304623,3732,1213,33.98919107,-118.27392776,SLAUSON AVE at MAIN ST,Location: SLAUSON AVE at MAIN ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3732
-118.272636752612755,34.018659084830958,3733,6026,34.0186542,-118.27262462,MAIN ST at JEFFERSON BLVD,Location: MAIN ST at JEFFERSON BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3733
-118.273940360174535,33.982429190634761,3734,1266,33.98242431,-118.27392823,GAGE AVE at MAIN ST,Location: GAGE AVE at MAIN ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3734
-118.273928009493474,33.971794539622465,3735,1452,33.97178966,-118.27391588,MAIN ST at 75TH ST,Location: MAIN ST at 75TH ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3735
-118.268115902728212,34.02574101604219,3736,5385,34.02573613,-118.26810377,25TH ST at MAIN ST,Location: 25TH ST at MAIN ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3736
-118.487899200869251,34.164895038859207,3737,30361,34.16489015,-118.48788702,LIBBIT AVE at MAGNOLIA BLVD,Location: LIBBIT AVE at MAGNOLIA BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3737
-118.358273719248828,34.164912796253383,3738,25369,34.1649079,-118.35826156,BILOXI AVE at MAGNOLIA BLVD,Location: BILOXI AVE at MAGNOLIA BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3738
-118.584203915642661,34.257251283693456,3739,40929,34.25724639,-118.58419171,LURLINE AVE at DEVONSHIRE ST,Location: LURLINE AVE at DEVONSHIRE ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3739
-118.253045780923017,33.787241359532374,3740,3321,33.7872365,-118.25303367,L ST at MCFARLAND AVE,Location: L ST at MCFARLAND AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3740
-118.511303320581533,34.233424565105786,3741,33272,34.23341967,-118.51129113,LOUISE AVE at OSBORNE ST,Location: LOUISE AVE at OSBORNE ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3741
-118.425682836863544,33.994744413101287,3742,11082,33.99473954,-118.42567068,CENTINELA AVE at LOUISE AVE,Location: CENTINELA AVE at LOUISE AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3742
-118.309203836839046,34.107717552160381,3743,22637,34.10771266,-118.30919169,LOS FELIZ BLVD at FERN DELL DR,Location: LOS FELIZ BLVD at FERN DELL DR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3743
-118.245365781140421,34.047867809412317,3744,8291,34.04786292,-118.24535365,BOYD ST at LOS ANGELES ST,Location: BOYD ST at LOS ANGELES ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3744
-118.25231739134081,34.041918868371823,3745,8707,34.04191398,-118.25230526,LOS ANGELES ST at 8TH ST,Location: LOS ANGELES ST at 8TH ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3745
-118.421423758912752,34.152175501556009,3746,35161,34.15217061,-118.42141159,LONGRIDGE AVE at LANDALE ST,Location: LONGRIDGE AVE at LANDALE ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3746
-118.286786317432956,33.797758748815085,3747,63808,33.79775389,-118.2867742,HARBOR FRWY at LOMITA BLVD,Location: HARBOR FRWY at LOMITA BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3747
-118.172398270893638,34.073571136145489,3748,21140,34.07356624,-118.17238615,ALHAMBRA AVE at LOMBARDY BLVD,Location: ALHAMBRA AVE at LOMBARDY BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3748
-118.46001102589743,34.221471419329177,3750,,34.22146652,-118.45999885,Mid-Block Ped Count Zone 1,Location: Mid-Block Ped Count Zone 1,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3750
-118.456751741623435,34.221483751356629,3751,,34.22147885,-118.45673956,Mid-Block Ped Count Zone 2,Location: Mid-Block Ped Count Zone 2,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3751
-118.276534904493602,34.027341945503252,3752,9651,34.02733706,-118.27652277,FIGUEROA ST at 27TH ST,Location: FIGUEROA ST at 27TH ST\nData not available yet,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3752
-118.527438195688234,34.257270756733448,3753,33438,34.25726586,-118.527426,LINDLEY AVE at DEVONSHIRE ST,Location: LINDLEY AVE at DEVONSHIRE ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3753
-118.487994750244184,34.156972327830921,3754,28091,34.15696744,-118.48798257,VENTURA BLVD at LIBBIT AVE,Location: VENTURA BLVD at LIBBIT AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3754
-118.495676381611972,34.15253620719551,3755,28564,34.15253132,-118.4956642,PETIT AVE at LIBBIT AVE,Location: PETIT AVE at LIBBIT AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3755
-118.49235406120917,34.153635096901517,3756,28178,34.15363021,-118.49234188,HAYVENHURST AVE at LIBBIT AVE,Location: HAYVENHURST AVE at LIBBIT AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3756
-118.328875548503419,34.092552580110798,3757,18238,34.09254769,-118.3288634,LEXINGTON AVE at CAHUENGA BLVD,Location: LEXINGTON AVE at CAHUENGA BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3757
-118.453420307667599,34.066516870093025,3758,46407,34.06651199,-118.45340814,KELTON AVE at LEVERING AVE,Location: KELTON AVE at LEVERING AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3758
-118.357140977993438,34.155839054882428,3759,27525,34.15583416,-118.35712882,LEDGE AVE at KLING ST,Location: LEDGE AVE at KLING ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3759
-118.380246459479054,34.114506859468563,3760,21724,34.11450197,-118.3802343,WONDERLAND AVE at LAUREL PASS,Location: WONDERLAND AVE at LAUREL PASS,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3760
-118.382904289843097,34.117643779282474,3761,21511,34.11763889,-118.38289213,EASTWOOD ROAD at LAUREL PASS,Location: EASTWOOD ROAD at LAUREL PASS,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3761
-118.383383499634888,34.118639329322619,3762,21510,34.11863444,-118.38337134,ALLENWOOD ROAD at LAUREL PASS,Location: ALLENWOOD ROAD at LAUREL PASS,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3762
-118.396138688711105,33.957242340693696,3763,45693,33.95723747,-118.39612654,SEPULVEDA BLVD at LA TIJERA BLVD,Location: SEPULVEDA BLVD at LA TIJERA BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3763
-118.471821565464253,34.250071109326143,3764,33717,34.25006621,-118.47180938,ORION AVE at LASSEN ST,Location: ORION AVE at LASSEN ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3764
-118.456541603405952,34.24997037975043,3765,33728,34.24996548,-118.45652942,KESTER AVE at LASSEN ST,Location: KESTER AVE at LASSEN ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3765
-118.323553936379128,34.076211208363162,3766,18824,34.07620632,-118.32354179,LARCHMONT BLVD at BEVERLY BLVD,Location: LARCHMONT BLVD at BEVERLY BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3766
-118.36265618804768,34.145082443741494,3767,27644,34.14507755,-118.36264403,AQUA VISTA ST at LANKERSHIM BLVD,Location: AQUA VISTA ST at LANKERSHIM BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3767
-118.458728053336472,34.004627772545433,3768,11511,34.0046229,-118.45871589,PENMAR AVE at LAKE ST,Location: PENMAR AVE at LAKE ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3768
-118.370278536159304,33.975014254504444,3769,45587,33.97500938,-118.37026639,KNOWLTON ST at LA CIENEGA BLVD,Location: KNOWLTON ST at LA CIENEGA BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3769
-118.358982596717667,34.000877428162191,3770,47048,34.00087255,-118.35897045,DON LORENZO DR at LA BREA AVE,Location: DON LORENZO DR at LA BREA AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3770
-118.355573977236304,34.018320549631973,3771,43854,34.01831567,-118.35556183,COLISEUM ST at LA BREA AVE,Location: COLISEUM ST at LA BREA AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3771
-118.375211802712727,34.172161796323259,3772,25062,34.1721569,-118.37519964,BURBANK BLVD at KLUMP AVE,Location: BURBANK BLVD at KLUMP AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3772
-118.265403475921673,34.074453681648905,3773,19645,34.07444879,-118.26539134,ALVARADO ST at KENT ST,Location: ALVARADO ST at KENT ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3773
-118.296850789835347,34.05089147669257,3774,7310,34.05088659,-118.29683865,KENMORE AVE at 11TH ST,Location: KENMORE AVE at 11TH ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3774
-118.505352515364763,34.298765182826358,3775,35035,34.29876028,-118.50534032,JOLETTE AVE at WESTBURY DR,Location: JOLETTE AVE at WESTBURY DR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3775
-118.502179053830119,34.293159092247926,3776,34930,34.29315419,-118.50216686,PINERIDGE DR at BALBOA BLVD,Location: PINERIDGE DR at BALBOA BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3776
-118.278683094484009,33.770353766001129,3777,3631,33.77034891,-118.27867098,JOHN S GIBSON BLVD at FIGUEROA ST,Location: JOHN S GIBSON BLVD at FIGUEROA ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3777
-118.29050968473517,33.753782313424146,3778,18105,33.75377746,-118.29049757,PACIFIC AVE at JOHN S GIBSON BLVD,Location: PACIFIC AVE at JOHN S GIBSON BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3778
-118.399099022073898,33.987755654487984,3779,63851,33.98775078,-118.39908687,JEFFERSON BLVD at SAN DIEGO FRWY,Location: JEFFERSON BLVD at SAN DIEGO FRWY,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3779
-118.276122494274716,34.020214924669126,3780,6032,34.02021004,-118.27611036,JEFFERSON BLVD at GRAND AVE,Location: JEFFERSON BLVD at GRAND AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3780
-118.278129775345064,33.7800145470937,3781,3712,33.78000969,-118.27811766,I ST at FRIGATE AVE,Location: I ST at FRIGATE AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3781
-118.428840628531603,34.006145854831097,3782,12351,34.00614098,-118.42882847,INGLEWOOD BLVD at VENICE BLVD,Location: INGLEWOOD BLVD at VENICE BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3782
-118.440998961789589,34.021529325355154,3783,11987,34.02152445,-118.4409868,NATIONAL BLVD at BURKSHIRE AVE,Location: NATIONAL BLVD at BURKSHIRE AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3783
-118.411394303722744,33.98953863383548,3784,11116,33.98953376,-118.41138215,CULVER DR at INGLEWOOD BLVD,Location: CULVER DR at INGLEWOOD BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3784
-118.432101979572877,34.010166644375126,3785,12179,34.01016177,-118.43208982,CHARNOCK ROAD at INGLEWOOD BLVD,Location: CHARNOCK ROAD at INGLEWOOD BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3785
-118.396168146691451,33.930814537698311,3786,45556,33.93080967,-118.396156,SEPULVEDA BLVD at IMPERIAL HWY,Location: SEPULVEDA BLVD at IMPERIAL HWY,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3786
-118.279872978392717,34.073636980354301,3787,19663,34.07363209,-118.27986084,RENO ST at HYANS ST,Location: RENO ST at HYANS ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3787
-118.426701637569181,34.125972577698526,3788,35669,34.12596769,-118.42668947,HUTTON DR at ABINGTON DR,Location: HUTTON DR at ABINGTON DR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3788
-118.190648474056175,34.08325482628684,3789,64199,34.08324993,-118.19063635,TOPAZ ST at HUNTINGTON DR NORTH,Location: TOPAZ ST at HUNTINGTON DR NORTH,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3789
-118.161008810348918,34.093258049585188,3790,64162,34.09325315,-118.16099669,HUNTINGTON DR at MAYCREST AVE,Location: HUNTINGTON DR at MAYCREST AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3790
-118.18331312306168,34.085972947001871,3791,64185,34.08596805,-118.183301,HARRIMAN AVE at HUNTINGTON DR,Location: HARRIMAN AVE at HUNTINGTON DR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3791
-118.178430722526357,34.086226517601808,3792,64172,34.08622162,-118.1784186,EL SERENO AVE at HUNTINGTON DR NORTH,Location: EL SERENO AVE at HUNTINGTON DR NORTH,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3792
-118.398717004626846,34.023218998136905,3793,12207,34.02321412,-118.39870485,HUGHES AVE at VENICE BLVD,Location: HUGHES AVE at VENICE BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3793
-118.445191884824382,34.294171715411551,3794,42628,34.29416681,-118.4451797,HUBBARD ST at 4TH ST,Location: HUBBARD ST at 4TH ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3794
-118.25903671247265,34.046564808730871,3795,8632,34.04655992,-118.25902458,8TH ST at HOPE ST,Location: 8TH ST at HOPE ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3795
-118.252287412774535,34.05371634978615,3796,44110,34.05371146,-118.25227528,3RD ST at HOPE ST,Location: 3RD ST at HOPE ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3796
-118.252163658666461,34.013261074737073,3797,5523,34.01325619,-118.25215153,HOOPER AVE at 33RD ST,Location: HOOPER AVE at 33RD ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3797
-118.376299726809648,34.090617036821016,3798,60738,34.09061215,-118.37628757,LA CIENEGA BLVD at HOLLWAY DR,Location: LA CIENEGA BLVD at HOLLWAY DR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3798
-118.277584643241056,34.015457984044318,3799,5813,34.0154531,-118.27757251,HILL ST at 37TH PL,Location: HILL ST at 37TH PL,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3799
-118.276615713200044,34.016973224627229,3800,5802,34.01696834,-118.27660358,HILL ST at 36TH PL,Location: HILL ST at 36TH PL,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3800
-118.338500858921407,34.076187807612357,3801,47069,34.07618292,-118.33848871,BEVERLY BLVD at HIGHLAND AVE,Location: BEVERLY BLVD at HIGHLAND AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3801
-118.235598379886113,34.053221570756769,3802,9755,34.05321668,-118.23558625,COMMERCIAL ST at HEWITT ST,Location: COMMERCIAL ST at HEWITT ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3802
-118.492403945063955,34.201049782472538,3803,32711,34.20104489,-118.49239176,SHERMAN WAY at HAYVENHURST AVE,Location: SHERMAN WAY at HAYVENHURST AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3803
-118.351451689968385,34.062322105241016,3804,47243,34.06231722,-118.35143954,HAUSER BLVD at WILSHIRE BLVD,Location: HAUSER BLVD at WILSHIRE BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3804
-118.350753727180788,34.024546951325654,3805,4434,34.02454207,-118.35074158,EXPOSITION BOULEVARD N/R at HARCOURT AVE,Location: EXPOSITION BOULEVARD N/R at HARCOURT AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3805
-118.279896302415295,33.7378263222651,3806,44039,33.73782147,-118.27988419,7TH ST at HARBOR BLVD,Location: 7TH ST at HARBOR BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3806
-118.279444695341809,33.778182467458151,3807,3519,33.77817761,-118.27943258,FIGUEROA ST at HARBOR FRWY,Location: FIGUEROA ST at HARBOR FRWY,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3807
-118.201845147298783,34.095279617034919,3808,46344,34.09527472,-118.20183302,GRIFFIN AVE at MONTECITO DR,Location: GRIFFIN AVE at MONTECITO DR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3808
-118.211603726725215,34.067587033886525,3809,20288,34.06758214,-118.2115916,GRIFFIN AVE at DARWIN AVE,Location: GRIFFIN AVE at DARWIN AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3809
-118.197874356753033,34.101855768179547,3810,46343,34.10185087,-118.19786223,AVENUE 52 at GRIFFIN AVE,Location: AVENUE 52 at GRIFFIN AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3810
-118.474117045060822,33.992302250829148,3811,10706,33.99229738,-118.47410488,MAIN ST at BROOKS AVE,Location: MAIN ST at BROOKS AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3811
-118.446538092400615,34.147720549462356,3812,43899,34.14771566,-118.44652592,GREENLEAF ST at BEVERLY GLEN BLVD,Location: GREENLEAF ST at BEVERLY GLEN BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3812
-118.313017062154103,34.03992936478376,3813,7384,34.03992448,-118.31300492,GRAMERCY PL at WASHINGTON BLVD,Location: GRAMERCY PL at WASHINGTON BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3813
-118.431171139035357,34.004829984164495,3814,12352,34.00482511,-118.43115898,GRAND VIEW BLVD at VENICE BLVD,Location: GRAND VIEW BLVD at VENICE BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3814
-118.428500987610434,34.001348844031995,3815,12124,34.00134397,-118.42848883,MITCHELL AVE at GRAND VIEW BLVD,Location: MITCHELL AVE at GRAND VIEW BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3815
-118.252808451219934,33.784219409626836,3816,3381,33.78421455,-118.25279634,GRANT ST at MCFARLAND AVE,Location: GRANT ST at MCFARLAND AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3816
-118.313370496686872,33.974578917263365,3817,828,33.97457404,-118.31335836,FLORENCE AVE at GRAMERCY PL,Location: FLORENCE AVE at GRAMERCY PL,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3817
-118.438185831118304,34.014030404712308,3818,12047,34.01402553,-118.43817367,EVERGLADE ST at GRAND VIEW BLVD,Location: EVERGLADE ST at GRAND VIEW BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3818
-118.27340369398776,34.024717635290628,3819,6041,34.02471275,-118.27339156,GRAND AVE at 28TH ST,Location: GRAND AVE at 28TH ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3819
-118.273304573627854,34.024873665643518,3820,6040,34.02486878,-118.27329244,28TH ST at GRAND AVE,Location: 28TH ST at GRAND AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3820
-118.471449029087552,34.049636686727581,3821,14100,34.04963181,-118.47143686,BUNDY DR at GORHAM AVE,Location: BUNDY DR at GORHAM AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3821
-118.413329497483019,34.022704716879581,3822,11656,34.02269984,-118.41331734,GLENDON AVE at WESTMINSTER AVE,Location: GLENDON AVE at WESTMINSTER AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3822
-118.412764166986221,34.021979097391643,3823,11680,34.02197422,-118.41275201,TABOR ST at GLENDON AVE,Location: TABOR ST at GLENDON AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3823
-118.258118578472192,34.120752377106207,3824,47333,34.12074748,-118.25810644,SENECA AVE at GLENDALE BLVD,Location: SENECA AVE at GLENDALE BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3824
-118.439858593909264,34.054587609657645,3825,16959,34.05458273,-118.43984643,OHIO AVE at GLENDON AVE,Location: OHIO AVE at GLENDON AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3825
-118.261900588678969,34.11684698631327,3826,14955,34.11684209,-118.26188845,MADERA AVE at GLENDALE BLVD,Location: MADERA AVE at GLENDALE BLVD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3826
-118.291625250186485,33.935800044379377,3827,44831,33.93579517,-118.29161312,VERMONT AVE at 110TH ST,Location: VERMONT AVE at 110TH ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3827
-118.291642160340231,33.943039084887374,3828,44822,33.94303421,-118.29163003,103RD ST at VERMONT AVE,Location: 103RD ST at VERMONT AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3828
-118.411294366400853,34.020849226779482,3829,11991,34.02084435,-118.41128221,GLENDON AVE at FRANCIS PL,Location: GLENDON AVE at FRANCIS PL,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3829
-118.460222779445957,34.315699257398769,3830,40350,34.31569435,-118.46021059,GLENOAKS BLVD at COBALT ST,Location: GLENOAKS BLVD at COBALT ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3830
-118.411820936665194,34.021516876929148,3831,11992,34.021512,-118.41180878,GLENDON AVE at CHARNOCK ROAD,Location: GLENDON AVE at CHARNOCK ROAD,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3831
-118.259555586467457,34.087882802740673,3832,19166,34.08787791,-118.25954345,GLENDALE BLVD at BRANDEN ST,Location: GLENDALE BLVD at BRANDEN ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3832
-118.273305294845031,34.03630332667889,3833,8808,34.03629844,-118.27329316,GEORGIA ST at 18TH ST,Location: GEORGIA ST at 18TH ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3833
-118.358406862910186,34.081803586436067,3834,13136,34.0817987,-118.35839471,CLINTON ST at GENESEE AVE,Location: CLINTON ST at GENESEE AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3834
-118.292853182138231,33.706984128656224,3835,10096,33.70697928,-118.29284107,GAFFEY ST at PASEO DEL MAR,Location: GAFFEY ST at PASEO DEL MAR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3835
-118.233116123245637,34.098947146087312,3836,15815,34.09894225,-118.23310399,CYPRESS AVE at FUTURE ST,Location: CYPRESS AVE at FUTURE ST,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3836
-118.349830001302962,34.081841337730573,3837,13396,34.08183645,-118.34981785,CLINTON ST at FULLER AVE,Location: CLINTON ST at FULLER AVE,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3837
-118.406920254347853,34.128965009480808,3838,46310,34.12896012,-118.40690809,FRANKLIN CANYON DR at MULHOLLAND DR,Location: FRANKLIN CANYON DR at MULHOLLAND DR,http://navigatela.lacity.org/reports/dot_traffic_data_report.cfm?trafficid=3838
